word,count,per_1000_tokens,event_count
ketersediaan,2,0.0177,2
keberlangsungan,2,0.0177,1
diplomasi,2,0.0177,1
dibanding,2,0.0177,2
000an,2,0.0177,1
dibelanjakan,2,0.0177,1
derasnya,2,0.0177,1
arus,2,0.0177,1
polarisasi,2,0.0177,1
konten,2,0.0177,2
dimanipulasi,2,0.0177,2
konteksnya,2,0.0177,1
mendekatkan,2,0.0177,1
kesediaan,2,0.0177,1
diharapkan,2,0.0177,2
cermat,2,0.0177,2
ditegakkan,2,0.0177,1
berjalannya,2,0.0177,2
menguji,2,0.0177,2
pondasi,2,0.0177,2
diwariskan,2,0.0177,1
das,2,0.0177,1
isma,2,0.0177,2
yatun,2,0.0177,2
sulifli,2,0.0177,2
kedua-duanya,2,0.0177,1
peringkat,2,0.0177,2
divisa,2,0.0177,1
rapbn,2,0.0177,1
sinergis,2,0.0177,1
aktivitas,2,0.0177,1
penegakan,2,0.0177,1
rbn,2,0.0177,1
penguatan,2,0.0177,1
rp671,2,0.0177,1
rentang,2,0.0177,2
pembaharuan,2,0.0177,1
rp27,2,0.0177,2
sendiri-sendiri,2,0.0177,1
lkpp,2,0.0177,1
rp360,2,0.0177,2
kelembagaan,2,0.0177,1
merenovasi,2,0.0177,1
menempuh,2,0.0177,1
ambulans,2,0.0177,1
mendarat,2,0.0177,1
lapangan-lapangan,2,0.0177,1
pinggir,2,0.0177,2
rsud,2,0.0177,1
fakultas,2,0.0177,2
memudahkan,2,0.0177,2
siaran,2,0.0177,2
pasaran,2,0.0177,1
rintisan,2,0.0177,2
diperoleh,2,0.0177,2
bandara,2,0.0177,1
kreatif,2,0.0177,2
penerbangan,2,0.0177,1
mw,2,0.0177,1
financial,2,0.0177,1
finansial,2,0.0177,1
arbitrase,2,0.0177,1
perpajakan,2,0.0177,1
transparansi,2,0.0177,2
sabuk,2,0.0177,2
konsumsi,2,0.0177,2
baterai,2,0.0177,1
lunak,2,0.0177,2
pengeluaran,2,0.0177,1
talenta-talenta,2,0.0177,1
diaspora,2,0.0177,1
pembelanjaan,2,0.0177,1
pemandangan,2,0.0177,1
semangatnya,2,0.0177,2
niah,2,0.0177,2
mprri,2,0.0177,1
transformatif,2,0.0177,1
sekeras-kerasnya,2,0.0177,2
swembada,2,0.0177,2
cabai,2,0.0177,1
terlambat,2,0.0177,2
supremasi,2,0.0177,1
realisasi,2,0.0177,1
kuartal,2,0.0177,1
tutup-tutupi,2,0.0177,1
produktivitas,2,0.0177,2
penyimpanan,2,0.0177,1
dagangan,2,0.0177,1
bumn-bumn,2,0.0177,1
tobat,2,0.0177,2
pegadaian,2,0.0177,1
grounded,2,0.0177,1
reaktivasi,2,0.0177,1
rp326,2,0.0177,1
cloning,2,0.0177,1
memperbanyak,2,0.0177,1
ternak,2,0.0177,1
fero,2,0.0177,1
penyesuaian,2,0.0177,1
angkutannya,2,0.0177,1
sampainya,2,0.0177,1
piring,2,0.0177,1
bersamamu,2,0.0177,1
bahasa-bahasa,2,0.0177,1
dinamis,2,0.0177,2
sepeda,2,0.0177,1
sambil,2,0.0177,2
rezeki,2,0.0177,1
putus,2,0.0177,1
pacaran,2,0.0177,1
olimpiade,2,0.0177,2
siswa-siswi,2,0.0177,1
perlakuan,2,0.0177,2
magelang,2,0.0177,2
berkompetisi,2,0.0177,2
tercatat,2,0.0177,1
pendaftaran,2,0.0177,1
berdagang,2,0.0177,1
berusia,2,0.0177,2
roslani,2,0.0177,2
wamen,2,0.0177,1
osi,2,0.0177,2
geothermal,2,0.0177,1
wapang,2,0.0177,1
asrofilyaai,2,0.0177,2
baginda,2,0.0177,2
miftahul,2,0.0177,2
afifuddin,2,0.0177,2
muhajir,2,0.0177,2
hasib,2,0.0177,1
razak,2,0.0177,2
masyaik,2,0.0177,2
habaib,2,0.0177,2
penabuhan,2,0.0177,2
nahdlatul,2,0.0177,2
shatullah,2,0.0177,1
salamullah,2,0.0177,1
yeni,2,0.0177,2
berkoalisi,2,0.0177,1
ditawarin,2,0.0177,1
imf,2,0.0177,1
minggat,2,0.0177,1
ketinggian,2,0.0177,1
kesuksesan,2,0.0177,1
posisi,2,0.0177,1
keluarnya,2,0.0177,1
ke-77,2,0.0177,1
this,2,0.0177,1
finish,2,0.0177,2
pembela,2,0.0177,2
pelepasan,2,0.0177,1
federasi,2,0.0177,1
pingpong,2,0.0177,1
leag,2,0.0177,1
champion,2,0.0177,1
eventing,2,0.0177,1
mantap,1,0.0089,1
muslimatnya,1,0.0089,1
dijewer,1,0.0089,1
telinganya,1,0.0089,1
malu-malulah,1,0.0089,1
dikuyu-kuyu,1,0.0089,1
misah-misahkan,1,0.0089,1
peah,1,0.0089,1
dihiraukan,1,0.0089,1
sesorang,1,0.0089,1
nguasai,1,0.0089,1
cabe,1,0.0089,1
terbit,1,0.0089,1
putra-putra,1,0.0089,1
roam,1,0.0089,1
tradisinya,1,0.0089,1
menjajah,1,0.0089,1
surboyo,1,0.0089,1
dijaj,1,0.0089,1
siapun,1,0.0089,1
menggelorakan,1,0.0089,1
anggotamu,1,0.0089,1
bagus-bagus,1,0.0089,1
darling,1,0.0089,1
mesem,1,0.0089,1
nyinyir-nyinyir,1,0.0089,1
diridai,1,0.0089,1
sedikitp,1,0.0089,1
malling,1,0.0089,1
malu-malu,1,0.0089,1
terpaksalah,1,0.0089,1
manaa,1,0.0089,1
perkuatan,1,0.0089,1
dibohongi,1,0.0089,1
mubazir,1,0.0089,1
dihentikan,1,0.0089,1
keluargeri,1,0.0089,1
luuar,1,0.0089,1
dicari-cari,1,0.0089,1
prabow,1,0.0089,1
konferensi-konferensi,1,0.0089,1
seminar,1,0.0089,1
kajian-kajian,1,0.0089,1
tuhentaskan,1,0.0089,1
absolut,1,0.0089,1
bandingnya,1,0.0089,1
grundel,1,0.0089,1
lobi-lobi,1,0.0089,1
iaeluyau,1,0.0089,1
kehabisan,1,0.0089,1
monyet-monyet,1,0.0089,1
sadar-sadar,1,0.0089,1
prabuo,1,0.0089,1
dirgaahayu,1,0.0089,1
pilihlah,1,0.0089,1
mus,1,0.0089,1
numan,1,0.0089,1
kurtulmus,1,0.0089,1
tamu-tamu,1,0.0089,1
terkasih,1,0.0089,1
saudara-saudaramu,1,0.0089,1
ossani,1,0.0089,1
sultan-sultan,1,0.0089,1
imperialis-imperialis,1,0.0089,1
kekaisaran,1,0.0089,1
mengunjungi,1,0.0089,1
serdang,1,0.0089,1
dilatih,1,0.0089,1
kekasaran,1,0.0089,1
diceritakan,1,0.0089,1
terjalin,1,0.0089,1
berabad-abad,1,0.0089,1
kemajuan-kemajuan,1,0.0089,1
rakyat-rakyat,1,0.0089,1
dibom,1,0.0089,1
pengagum,1,0.0089,1
diinspirasi,1,0.0089,1
ataturk,1,0.0089,1
patung,1,0.0089,1
mustfa,1,0.0089,1
atatur,1,0.0089,1
south,1,0.0089,1
turk,1,0.0089,1
dra,1,0.0089,1
sutrisno,1,0.0089,1
permusyaratan,1,0.0089,1
amzulian,1,0.0089,1
rifai,1,0.0089,1
atase,1,0.0089,1
kebesaran,1,0.0089,1
reponesia,1,0.0089,1
agenda-agenda,1,0.0089,1
kepuslian,1,0.0089,1
dibangunnya,1,0.0089,1
polisi-polisi,1,0.0089,1
meresakan,1,0.0089,1
jeritan,1,0.0089,1
reponia,1,0.0089,1
rastra,1,0.0089,1
kotama,1,0.0089,1
mengabdikan,1,0.0089,1
kejayaan,1,0.0089,1
senat,1,0.0089,1
akademika,1,0.0089,1
kang,1,0.0089,1
farhan,1,0.0089,1
engineering,1,0.0089,1
menyapa,1,0.0089,1
disapa,1,0.0089,1
rozlani,1,0.0089,1
mulyani,1,0.0089,1
tranggono,1,0.0089,1
metia,1,0.0089,1
temannya,1,0.0089,1
ninggar,1,0.0089,1
nyusun,1,0.0089,1
hindayana,1,0.0089,1
handoko,1,0.0089,1
fauzan,1,0.0089,1
stella,1,0.0089,1
kristi,1,0.0089,1
horas,1,0.0089,1
prasojo,1,0.0089,1
telkom,1,0.0089,1
dian,1,0.0089,1
siswarini,1,0.0089,1
krakat,1,0.0089,1
stir,1,0.0089,1
johan,1,0.0089,1
land,1,0.0089,1
uhang,1,0.0089,1
ib,1,0.0089,1
gita,1,0.0089,1
amperiawan,1,0.0089,1
biofarma,1,0.0089,1
saddiq,1,0.0089,1
akasya,1,0.0089,1
tingginya,1,0.0089,1
dahana,1,0.0089,1
imawan,1,0.0089,1
kaharudin,1,0.0089,1
zenot,1,0.0089,1
andin,1,0.0089,1
hadianto,1,0.0089,1
stan,1,0.0089,1
diikuti,1,0.0089,1
menyikapi,1,0.0089,1
terhitung,1,0.0089,1
pernyataan-pernyataan,1,0.0089,1
dicabut,1,0.0089,1
keanggotannya,1,0.0089,1
peka,1,0.0089,1
covenant,1,0.0089,1
civil,1,0.0089,1
rights,1,0.0089,1
pelaksananya,1,0.0089,1
anarkis,1,0.0089,1
destabilisasi,1,0.0089,1
membakar,1,0.0089,1
menjarah,1,0.0089,1
instansi-instansi,1,0.0089,1
fasilitas-fasilitas,1,0.0089,1
pelanggaran-pelanggaran,1,0.0089,1
gejala,1,0.0089,1
makar,1,0.0089,1
setegas-tegasnya,1,0.0089,1
pengerusakan,1,0.0089,1
sentra-sentra,1,0.0089,1
aspirasinya,1,0.0089,1
berdialog,1,0.0089,1
diambang,1,0.0089,1
suarakan,1,0.0089,1
kekerasan,1,0.0089,1
perbuatan,1,0.0089,1
menghamburkan,1,0.0089,1
silak,1,0.0089,1
diintervensi,1,0.0089,1
berunding,1,0.0089,1
syura,1,0.0089,1
shiibul,1,0.0089,1
saiku,1,0.0089,1
suhama,1,0.0089,1
aunur,1,0.0089,1
rofiq,1,0.0089,1
pk,1,0.0089,1
agu,1,0.0089,1
ps,1,0.0089,1
general,1,0.0089,1
assembly,1,0.0089,1
tanggalnya,1,0.0089,1
setulah,1,0.0089,1
tondo-tondo,1,0.0089,1
rileks,1,0.0089,1
koisi,1,0.0089,1
merantau,1,0.0089,1
ajukan,1,0.0089,1
kapabel,1,0.0089,1
putihnya,1,0.0089,1
lenan,1,0.0089,1
menetusnya,1,0.0089,1
katastrof,1,0.0089,1
ketidakbenaran,1,0.0089,1
kesusahan,1,0.0089,1
berpolitik,1,0.0089,1
nafsu,1,0.0089,1
naluri-naluri,1,0.0089,1
dominasi,1,0.0089,1
sukarela,1,0.0089,1
searif-arifnya,1,0.0089,1
seutuhnya,1,0.0089,1
kecukupan,1,0.0089,1
partai-parti,1,0.0089,1
keterwakilan,1,0.0089,1
konsekuen,1,0.0089,1
surut,1,0.0089,1
gangguan-gangguan,1,0.0089,1
memprihatinkan,1,0.0089,1
parahnya,1,0.0089,1
penipu-penipu,1,0.0089,1
manipulator-manipulator,1,0.0089,1
lihainnya,1,0.0089,1
tersamar,1,0.0089,1
legal,1,0.0089,1
kerugian,1,0.0089,1
3t,1,0.0089,1
gelang-gelang,1,0.0089,1
omong,1,0.0089,1
wartawan-wartawan,1,0.0089,1
bos-bos,1,0.0089,1
beresin,1,0.0089,1
perampokan,1,0.0089,1
kelengahan,1,0.0089,1
terkeruk,1,0.0089,1
terkemuka,1,0.0089,1
cuki,1,0.0089,1
diselundupkan,1,0.0089,1
nyelundumnya,1,0.0089,1
sampan,1,0.0089,1
rare,1,0.0089,1
earth,1,0.0089,1
kimia,1,0.0089,1
ngecek,1,0.0089,1
pasirnya,1,0.0089,1
boksit,1,0.0089,1
ditertibkan,1,0.0089,1
menjanjikan,1,0.0089,1
kerusuhan-kerusahan,1,0.0089,1
indikasi,1,0.0089,1
paradoks,1,0.0089,1
berasil,1,0.0089,1
ekspektasi,1,0.0089,1
kecamatan-kecamatan,1,0.0089,1
glontorkan,1,0.0089,1
persisnya,1,0.0089,1
menetap,1,0.0089,1
rp1iah,1,0.0089,1
timun,1,0.0089,1
captive,1,0.0089,1
offake,1,0.0089,1
terserap,1,0.0089,1
risa,1,0.0089,1
dicuci,1,0.0089,1
bakteri,1,0.0089,1
test,1,0.0089,1
kit,1,0.0089,1
preventif,1,0.0089,1
linier,1,0.0089,1
rawi-rawi,1,0.0089,1
rantas,1,0.0089,1
malang-malang,1,0.0089,1
putung,1,0.0089,1
sayap-sayap,1,0.0089,1
ulama-ulama,1,0.0089,1
dihasut,1,0.0089,1
membikin,1,0.0089,1
molotov,1,0.0089,1
aktivis,1,0.0089,1
they,1,0.0089,1
evil,1,0.0089,1
zalim,1,0.0089,1
kekacauan,1,0.0089,1
mengadu,1,0.0089,1
pesimisme,1,0.0089,1
menyaring,1,0.0089,1
hungry,1,0.0089,1
stomach,1,0.0089,1
cannot,1,0.0089,1
wait,1,0.0089,1
parpol,1,0.0089,1
kepalanya,1,0.0089,1
menghilang,1,0.0089,1
hapus,1,0.0089,1
perantara,1,0.0089,1
kk,1,0.0089,1
suami,1,0.0089,1
distributor-distributor,1,0.0089,1
pona,1,0.0089,1
sepupunya,1,0.0089,1
udahlah,1,0.0089,1
grinder,1,0.0089,1
gantikan,1,0.0089,1
papuk,1,0.0089,1
kotak,1,0.0089,1
nuraniainya,1,0.0089,1
datang-datang,1,0.0089,1
liwat-liwat,1,0.0089,1
dendem,1,0.0089,1
debat,1,0.0089,1
semurah-murah,1,0.0089,1
serap,1,0.0089,1
supermarket-supermarket,1,0.0089,1
meringankan,1,0.0089,1
kuota,1,0.0089,1
seketika,1,0.0089,1
perlihatkan,1,0.0089,1
tanah-tanah,1,0.0089,1
peruntukkan,1,0.0089,1
mewah,1,0.0089,1
5t,1,0.0089,1
cegat,1,0.0089,1
hura-hura,1,0.0089,1
kunjungan-kunjungan,1,0.0089,1
anggota-anggota,1,0.0089,1
rapat-rapat,1,0.0089,1
ditransfer,1,0.0089,1
terbelakang,1,0.0089,1
bocor-bocor,1,0.0089,1
siarkan,1,0.0089,1
animasi,1,0.0089,1
ustaz-ustaz,1,0.0089,1
pbw,1,0.0089,1
disindir-sindir,1,0.0089,1
sembunyikan,1,0.0089,1
nekat-nekat,1,0.0089,1
moyangnya,1,0.0089,1
ngejar-ngejar,1,0.0089,1
mekn,1,0.0089,1
bermasalah,1,0.0089,1
kewajiban-kewajibannya,1,0.0089,1
kebun-kebun,1,0.0089,1
lahan-lahannya,1,0.0089,1
disetujui,1,0.0089,1
rapatkan,1,0.0089,1
perundangan,1,0.0089,1
cempaka,1,0.0089,1
jambangan,1,0.0089,1
mundas,1,0.0089,1
juang,1,0.0089,1
takwa,1,0.0089,1
resolusi,1,0.0089,1
jihad,1,0.0089,1
digelorakan,1,0.0089,1
asy'ari,1,0.0089,1
akar,1,0.0089,1
keislaman,1,0.0089,1
keindonesiaan,1,0.0089,1
merestui,1,0.0089,1
dibentuknya,1,0.0089,1
direktorat,1,0.0089,1
teguhkan,1,0.0089,1
meridai,1,0.0089,1
lindungan,1,0.0089,1
diringankan,1,0.0089,1
memperdalam,1,0.0089,1
majmuk,1,0.0089,1
multietnis,1,0.0089,1
multias,1,0.0089,1
multiagama,1,0.0089,1
multi,1,0.0089,1
suku-suku,1,0.0089,1
agama-agama,1,0.0089,1
ditakdirkan,1,0.0089,1
rahim,1,0.0089,1
membuahkan,1,0.0089,1
patut,1,0.0089,1
hamba,1,0.0089,1
perseturuan,1,0.0089,1
mencintai,1,0.0089,1
harvard,1,0.0089,1
university,1,0.0089,1
gp,1,0.0089,1
galep,1,0.0089,1
kelilingnya,1,0.0089,1
romo,1,0.0089,1
monsinyur,1,0.0089,1
bibel,1,0.0089,1
uspasses,1,0.0089,1
kancah,1,0.0089,1
ketat,1,0.0089,1
sedihnya,1,0.0089,1
berkelai,1,0.0089,1
silatnya,1,0.0089,1
bowo,1,0.0089,1
gini-giniin,1,0.0089,1
keadaannya,1,0.0089,1
mumpung,1,0.0089,1
bijak,1,0.0089,1
bahayanya,1,0.0089,1
pikirannya,1,0.0089,1
podcast,1,0.0089,1
senangnya,1,0.0089,1
geopetik,1,0.0089,1
dosa-dosa,1,0.0089,1
berhimpun,1,0.0089,1
thou,1,0.0089,1
shall,1,0.0089,1
lie,1,0.0089,1
kecurigaan,1,0.0089,1
diamankan,1,0.0089,1
kancing,1,0.0089,1
terpasang,1,0.0089,1
seragam,1,0.0089,1
dongkol,1,0.0089,1
ajudan,1,0.0089,1
apel,1,0.0089,1
pakat,1,0.0089,1
hidupan,1,0.0089,1
militerisme,1,0.0089,1
woh,1,0.0089,1
bari,1,0.0089,1
otoriter,1,0.0089,1
saksinya,1,0.0089,1
semada,1,0.0089,1
wasembada,1,0.0089,1
turunnya,1,0.0089,1
wakilpres,1,0.0089,1
miskinnya,1,0.0089,1
rockefellera,1,0.0089,1
rockval,1,0.0089,1
pelipatan,1,0.0089,1
ralat,1,0.0089,1
nuduh,1,0.0089,1
antusias,1,0.0089,1
arsitek,1,0.0089,1
orkestra,1,0.0089,1
filemonik,1,0.0089,1
kecilnya,1,0.0089,1
lebaran,1,0.0089,1
melantunkan,1,0.0089,1
badar,1,0.0089,1
ranso,1,0.0089,1
memberitahu,1,0.0089,1
sersan,1,0.0089,1
pakaian,1,0.0089,1
kusema,1,0.0089,1
flores,1,0.0089,1
ciprianus,1,0.0089,1
gebo,1,0.0089,1
penutupnya,1,0.0089,1
kebiasaan,1,0.0089,1
eslon,1,0.0089,1
kodairal,1,0.0089,1
kodau,1,0.0089,1
kabinda,1,0.0089,1
korem,1,0.0089,1
lanal,1,0.0089,1
au,1,0.0089,1
kodim,1,0.0089,1
selagi,1,0.0089,1
istimeewa,1,0.0089,1
bergetar,1,0.0089,1
kalbu,1,0.0089,1
can,1,0.0089,1
ethnic,1,0.0089,1
groups,1,0.0089,1
racist,1,0.0089,1
religions,1,0.0089,1
membayangkan,1,0.0089,1
kerangka,1,0.0089,1
mendambahkan,1,0.0089,1
pribadinya,1,0.0089,1
dihukum,1,0.0089,1
terbelit,1,0.0089,1
rule,1,0.0089,1
law,1,0.0089,1
dibantai,1,0.0089,1
penjajah,1,0.0089,1
imperialis,1,0.0089,1
prasasti-prasasti,1,0.0089,1
prasasti,1,0.0089,1
prasaasti,1,0.0089,1
kolam,1,0.0089,1
renang,1,0.0089,1
manggarai,1,0.0089,1
tomo,1,0.0089,1
majapahit,1,0.0089,1
perjuang,1,0.0089,1
pemerintahan-pemerintahan,1,0.0089,1
dihantem,1,0.0089,1
pemberontakan-pemberontakan,1,0.0089,1
kudeta,1,0.0089,1
ratu,1,0.0089,1
westerling,1,0.0089,1
komunis,1,0.0089,1
antikomunis,1,0.0089,1
kapitalis,1,0.0089,1
davos,1,0.0089,1
pecahnya,1,0.0089,1
mengkhuhawatirkan,1,0.0089,1
simulasi,1,0.0089,1
partikel-partikel,1,0.0089,1
radioaktif,1,0.0089,1
ikan-ikan,1,0.0089,1
terkontaminasi,1,0.0089,1
nuclear,1,0.0089,1
winter,1,0.0089,1
debunya,1,0.0089,1
mataharinya,1,0.0089,1
winternya,1,0.0089,1
nobody,1,0.0089,1
going,1,0.0089,1
help,1,0.0089,1
gelar,1,0.0089,1
bergejolak,1,0.0089,1
emosional,1,0.0089,1
idealis,1,0.0089,1
siapapa,1,0.0089,1
portugis,1,0.0089,1
mongol,1,0.0089,1
genetika,1,0.0089,1
kedatangan,1,0.0089,1
backpacker,1,0.0089,1
backpacking,1,0.0089,1
numpang,1,0.0089,1
badai,1,0.0089,1
kesasar,1,0.0089,1
dukuh,1,0.0089,1
begakmu,1,0.0089,1
lauknya,1,0.0089,1
tampang,1,0.0089,1
daun,1,0.0089,1
apaadanya,1,0.0089,1
istilah-istilah,1,0.0089,1
keragu-raguan,1,0.0089,1
polis,1,0.0089,1
tugasnya,1,0.0089,1
membulatkan,1,0.0089,1
sekat-sekat,1,0.0089,1
dalam-dalam,1,0.0089,1
kakekmu,1,0.0089,1
buyutmu,1,0.0089,1
diteruskan,1,0.0089,1
intern,1,0.0089,1
rehabilitasi,1,0.0089,1
bursah,1,0.0089,1
istrimu,1,0.0089,1
menyebarluaskan,1,0.0089,1
kuat-kuatnya,1,0.0089,1
mengganjil,1,0.0089,1
menghandle,1,0.0089,1
tips-tipsnya,1,0.0089,1
kriteria,1,0.0089,1
norwegia,1,0.0089,1
kanada,1,0.0089,1
asta,1,0.0089,1
cita,1,0.0089,1
pilar,1,0.0089,1
strat,1,0.0089,1
keliling-keliling,1,0.0089,1
belarus,1,0.0089,1
commodity,1,0.0089,1
cat,1,0.0089,1
roti,1,0.0089,1
sabun,1,0.0089,1
mandinya,1,0.0089,1
g,1,0.0089,1
biosolar,1,0.0089,1
ketergantungan,1,0.0089,1
after,1,0.0089,1
merubah,1,0.0089,1
membalikkan,1,0.0089,1
jumlahkan,1,0.0089,1
statistiknya,1,0.0089,1
dijelek-jelekan,1,0.0089,1
rockfeller,1,0.0089,1
cover,1,0.0089,1
direkam,1,0.0089,1
secretary,1,0.0089,1
penilaianpenilaian,1,0.0089,1
pengajuan,1,0.0089,1
wortel,1,0.0089,1
mencela-mencela,1,0.0089,1
menghardik-menghardik,1,0.0089,1
tercipta,1,0.0089,1
tuduhan,1,0.0089,1
menjelekkan,1,0.0089,1
sedikit-sedikit,1,0.0089,1
bomolotov,1,0.0089,1
dikendalikan,1,0.0089,1
lengkapnya,1,0.0089,1
enak-enak,1,0.0089,1
sinoritas,1,0.0089,1
diborgel,1,0.0089,1
paku,1,0.0089,1
oraya,1,0.0089,1
waru,1,0.0089,1
role,1,0.0089,1
model,1,0.0089,1
tengkulaklah,1,0.0089,1
perantaralah,1,0.0089,1
ngirim,1,0.0089,1
segar,1,0.0089,1
lauk,1,0.0089,1
matik-matiknya,1,0.0089,1
fisika,1,0.0089,1
pengajaran,1,0.0089,1
terbentuk,1,0.0089,1
sekolahkan,1,0.0089,1
jalanan,1,0.0089,1
ikannya,1,0.0089,1
nelayan-nelaian,1,0.0089,1
pilot,1,0.0089,1
project,1,0.0089,1
peningkatannya,1,0.0089,1
pokok-pokok,1,0.0089,1
hirisasi,1,0.0089,1
stainless,1,0.0089,1
steel,1,0.0089,1
slap,1,0.0089,1
resin,1,0.0089,1
file,1,0.0089,1
tilapia,1,0.0089,1
modul,1,0.0089,1
gasifikasi,1,0.0089,1
copper,1,0.0089,1
road,1,0.0089,1
wire,1,0.0089,1
tube,1,0.0089,1
karaginan,1,0.0089,1
rumpu,1,0.0089,1
aspal,1,0.0089,1
nata,1,0.0089,1
coco,1,0.0089,1
mct,1,0.0089,1
tepung,1,0.0089,1
sulfat,1,0.0089,1
chemical,1,0.0089,1
chlor,1,0.0089,1
alkali,1,0.0089,1
plant,1,0.0089,1
oil,1,0.0089,1
tanks,1,0.0089,1
tpa,1,0.0089,1
overcapacity,1,0.0089,1
improvisasi,1,0.0089,1
menukar,1,0.0089,1
menyiapkannya,1,0.0089,1
kumuh,1,0.0089,1
excellency,1,0.0089,1
just,1,0.0089,1
came,1,0.0089,1
from,1,0.0089,1
dirty,1,0.0089,1
now,1,0.0089,1
nice,1,0.0089,1
panti,1,0.0089,1
susahnya,1,0.0089,1
rameai-ramai,1,0.0089,1
salahnya,1,0.0089,1
diim,1,0.0089,1
boomen,1,0.0089,1
men,1,0.0089,1
kantor-kantor,1,0.0089,1
lingkunganmu,1,0.0089,1
m-launching,1,0.0089,1
gerobak-gerobak,1,0.0089,1
truk-truk,1,0.0089,1
penghuni,1,0.0089,1
gerakannya,1,0.0089,1
proyeknya,1,0.0089,1
gentengisasi,1,0.0089,1
alat-alat,1,0.0089,1
pabrikpabrik,1,0.0089,1
zat,1,0.0089,1
esh,1,0.0089,1
kotanya,1,0.0089,1
kotamu,1,0.0089,1
kecamatanmu,1,0.0089,1
desamu,1,0.0089,1
atasnya,1,0.0089,1
siram,1,0.0089,1
didatang,1,0.0089,1
isoma,1,0.0089,1
isomah,1,0.0089,1
apaak,1,0.0089,1
iklan-iklan,1,0.0089,1
spanduk-spanduk,1,0.0089,1
balikpan,1,0.0089,1
baliho,1,0.0089,1
ditertiban,1,0.0089,1
bikinlah,1,0.0089,1
kentucky,1,0.0089,1
fried,1,0.0089,1
chicken,1,0.0089,1
mcdonald's,1,0.0089,1
protokol,1,0.0089,1
ditertibkanlah,1,0.0089,1
bukalah,1,0.0089,1
kabel-kabel,1,0.0089,1
swan,1,0.0089,1
pointers,1,0.0089,1
sayaap,1,0.0089,1
rakornas,1,0.0089,1
kongsi,1,0.0089,1
fachai,1,0.0089,1
mencerminkan,1,0.0089,1
bertampingan,1,0.0089,1
asli,1,0.0089,1
palembang,1,0.0089,1
pontianak,1,0.0089,1
singkawang,1,0.0089,1
songsong,1,0.0089,1
gongsi,1,0.0089,1
faai,1,0.0089,1
asrofilya,1,0.0089,1
basnas,1,0.0089,1
khalis,1,0.0089,1
taquf,1,0.0089,1
sihab,1,0.0089,1
cendidikan,1,0.0089,1
al,1,0.0089,1
habsyi,1,0.0089,1
kwitang,1,0.0089,1
nabil,1,0.0089,1
almusawa,1,0.0089,1
alwi,1,0.0089,1
organisasi-organisasi,1,0.0089,1
perserikatan,1,0.0089,1
aisiah,1,0.0089,1
al-irsyad,1,0.0089,1
al-islamiyah,1,0.0089,1
tarbiyah,1,0.0089,1
islamiah,1,0.0089,1
remaja,1,0.0089,1
fakrezi,1,0.0089,1
mtq,1,0.0089,1
farizi,1,0.0089,1
lailatul,1,0.0089,1
qadar,1,0.0089,1
qurais,1,0.0089,1
siihab,1,0.0089,1
arti-arti,1,0.0089,1
bersumber,1,0.0089,1
meresap,1,0.0089,1
meresapi,1,0.0089,1
perlukan,1,0.0089,1
banyak-banyak,1,0.0089,1
dibebankan,1,0.0089,1
kuraisi,1,0.0089,1
pemerintahnya,1,0.0089,1
tugas-tugas,1,0.0089,1
masehi,1,0.0089,1
akirul,1,0.0089,1
kalam,1,0.0089,1
wabillahi,1,0.0089,1
mengusung,1,0.0089,1
ekologis,1,0.0089,1
tausiah,1,0.0089,1
tuntas,1,0.0089,1
antarbangsa,1,0.0089,1
prab,1,0.0089,1
memposisikan,1,0.0089,1
memanage,1,0.0089,1
tabrakan,1,0.0089,1
puasa,1,0.0089,1
batal,1,0.0089,1
disetarakan,1,0.0089,1
sovnalt,1,0.0089,1
menyenang,1,0.0089,1
menyenang-nyenangkan,1,0.0089,1
sebelum-sebelumnya,1,0.0089,1
entitas,1,0.0089,1
tekstil,1,0.0089,1
senayan,1,0.0089,1
farma,1,0.0089,1
laun,1,0.0089,1
standar-standar,1,0.0089,1
msen,1,0.0089,1
sasaranmu,1,0.0089,1
mendesak,1,0.0089,1
ujian,1,0.0089,1
loncatan,1,0.0089,1
blessing,1,0.0089,1
disguise,1,0.0089,1
niat-niat,1,0.0089,1
maksa,1,0.0089,1
akselerasi,1,0.0089,1
menyedihkan,1,0.0089,1
dieksploitasi,1,0.0089,1
listrikasi,1,0.0089,1
mengimbangi,1,0.0089,1
nanantara,1,0.0089,1
kewaspadaan,1,0.0089,1
eling,1,0.0089,1
aktas,1,0.0089,1
perundungan,1,0.0089,1
purnawirowan,1,0.0089,1
qodari,1,0.0089,1
maskal,1,0.0089,1
madia,1,0.0089,1
pernawirawan,1,0.0089,1
suharianto,1,0.0089,1
afrian,1,0.0089,1
syahnur,1,0.0089,1
liza,1,0.0089,1
patrea,1,0.0089,1
bowonya,1,0.0089,1
ganin,1,0.0089,1
eli,1,0.0089,1
rosita,1,0.0089,1
silaban,1,0.0089,1
apindo,1,0.0089,1
diabsen,1,0.0089,1
day,1,0.0089,1
marsinah,1,0.0089,1
ngelundo,1,0.0089,1
marsin,1,0.0089,1
mensahkan,1,0.0089,1
sahkan,1,0.0089,1
terpanggil,1,0.0089,1
elit-elit,1,0.0089,1
ngerampok,1,0.0089,1
segalanya,1,0.0089,1
had,1,0.0089,1
penitipan,1,0.0089,1
dayare,1,0.0089,1
kluster-kluster,1,0.0089,1
kawasan-kawasan,1,0.0089,1
